compound,work,book,line_num
παννύχιος,Iliad,24,678
πάννυχος,Iliad,10,159
πάννυχος,Iliad,11,551
πάννυχος,Iliad,17,660
πάννυχος,Iliad,23,218
πανομφαῖος,Iliad,8,250
Πανοπεύς,Iliad,17,307
Πανοπεύς,Iliad,23,665
πανόψιος,Iliad,21,397
παραίσιος,Iliad,4,381
παράκοιτος,Iliad,8,156
παράκοιτος,Iliad,14,346
παράκοιτος (*),Iliad,6,430
παράκοιτος (*),Iliad,3,53
παράκοιτος (*),Iliad,4,60
παράκοιτος (*),Iliad,9,590
παράκοιτος (*),Iliad,18,184
παράκοιτος (*),Iliad,18,365
παράκοιτος (*),Iliad,21,479
παράκοιτος (*),Iliad,24,60
πατροκασίγνητος,Iliad,21,469
Πατροκλῆς (*),Iliad,11,823
Πατροκλῆς (*),Iliad,1,337
Πατροκλῆς (*),Iliad,9,190
Πατροκλῆς (*),Iliad,9,195
Πατροκλῆς (*),Iliad,9,201
Πατροκλῆς (*),Iliad,9,205
Πατροκλῆς (*),Iliad,9,216
Πατροκλῆς (*),Iliad,9,220
Πατροκλῆς (*),Iliad,9,620
Πατροκλῆς (*),Iliad,9,658
Πατροκλῆς (*),Iliad,9,666
Πατροκλῆς (*),Iliad,11,602
Πατροκλῆς (*),Iliad,11,611
Πατροκλῆς (*),Iliad,11,616
Πατροκλῆς (*),Iliad,11,647
Πατροκλῆς (*),Iliad,11,807
Πατροκλῆς (*),Iliad,15,65
Πατροκλῆς (*),Iliad,15,390
Πατροκλῆς (*),Iliad,16,2
Πατροκλῆς (*),Iliad,16,7
Πατροκλῆς (*),Iliad,16,11
Πατροκλῆς (*),Iliad,16,20
Πατροκλῆς (*),Iliad,16,49
Πατροκλῆς (*),Iliad,16,80
Πατροκλῆς (*),Iliad,16,125
Πατροκλῆς (*),Iliad,16,126
Πατροκλῆς (*),Iliad,16,130
Πατροκλῆς (*),Iliad,16,219
Πατροκλῆς (*),Iliad,16,257
Πατροκλῆς (*),Iliad,16,268
Πατροκλῆς (*),Iliad,16,284
Πατροκλῆς (*),Iliad,16,291
Πατροκλῆς (*),Iliad,16,372
Πατροκλῆς (*),Iliad,16,377
Πατροκλῆς (*),Iliad,16,394
Πατροκλῆς (*),Iliad,16,420
Πατροκλῆς (*),Iliad,16,427
Πατροκλῆς (*),Iliad,16,434
Πατροκλῆς (*),Iliad,16,452
Πατροκλῆς (*),Iliad,16,460
Πατροκλῆς (*),Iliad,16,463
Πατροκλῆς (*),Iliad,16,478
Πατροκλῆς (*),Iliad,16,480
Πατροκλῆς (*),Iliad,16,490
Πατροκλῆς (*),Iliad,16,543
Πατροκλῆς (*),Iliad,16,554
Πατροκλῆς (*),Iliad,16,581
Πατροκλῆς (*),Iliad,16,584
Πατροκλῆς (*),Iliad,16,647
Πατροκλῆς (*),Iliad,16,684
Πατροκλῆς (*),Iliad,16,693
Πατροκλῆς (*),Iliad,16,699
Πατροκλῆς (*),Iliad,16,703
Πατροκλῆς (*),Iliad,16,707
Πατροκλῆς (*),Iliad,16,710
Πατροκλῆς (*),Iliad,16,724
Πατροκλῆς (*),Iliad,16,732
Πατροκλῆς (*),Iliad,16,733
Πατροκλῆς (*),Iliad,16,744
Πατροκλῆς (*),Iliad,16,754
Πατροκλῆς (*),Iliad,16,760
Πατροκλῆς (*),Iliad,16,763
Πατροκλῆς (*),Iliad,16,783
Πατροκλῆς (*),Iliad,16,812
Πατροκλῆς (*),Iliad,16,815
Πατροκλῆς (*),Iliad,16,816
Πατροκλῆς (*),Iliad,16,818
Πατροκλῆς (*),Iliad,16,830
Πατροκλῆς (*),Iliad,16,839
Πατροκλῆς (*),Iliad,16,843
Πατροκλῆς (*),Iliad,16,859
Πατροκλῆς (*),Iliad,19,4
Πατροκλῆς (*),Iliad,19,38
Πατροκλῆς (*),Iliad,19,283
Πατροκλῆς (*),Iliad,19,287
Πατροκλῆς (*),Iliad,19,302
Πατροκλῆς (*),Iliad,19,402
Πατροκλῆς (*),Iliad,19,412
Πατροκλῆς (*),Iliad,17,2
Πατροκλῆς (*),Iliad,17,6
Πατροκλῆς (*),Iliad,17,10
Πατροκλῆς (*),Iliad,17,15
Πατροκλῆς (*),Iliad,17,80
Πατροκλῆς (*),Iliad,17,92
Πατροκλῆς (*),Iliad,17,113
Πατροκλῆς (*),Iliad,17,120
Πατροκλῆς (*),Iliad,17,125
Πατροκλῆς (*),Iliad,17,137
Πατροκλῆς (*),Iliad,17,159
Πατροκλῆς (*),Iliad,17,183
Πατροκλῆς (*),Iliad,17,187
Πατροκλῆς (*),Iliad,17,229
Πατροκλῆς (*),Iliad,17,240
Πατροκλῆς (*),Iliad,17,255
Πατροκλῆς (*),Iliad,17,286
Πατροκλῆς (*),Iliad,17,399
Πατροκλῆς (*),Iliad,17,341
Πατροκλῆς (*),Iliad,17,355
Πατροκλῆς (*),Iliad,17,379
Πατροκλῆς (*),Iliad,17,400
Πατροκλῆς (*),Iliad,17,402
Πατροκλῆς (*),Iliad,17,477
Πατροκλῆς (*),Iliad,17,543
Πατροκλῆς (*),Iliad,17,564
Πατροκλῆς (*),Iliad,17,574
Πατροκλῆς (*),Iliad,17,665
Πατροκλῆς (*),Iliad,17,670
Πατροκλῆς (*),Iliad,17,690
Πατροκλῆς (*),Iliad,17,706
Πατροκλῆς (*),Iliad,18,20
Πατροκλῆς (*),Iliad,18,28
Πατροκλῆς (*),Iliad,18,81
Πατροκλῆς (*),Iliad,18,93
Πατροκλῆς (*),Iliad,18,102
Πατροκλῆς (*),Iliad,18,151
Πατροκλῆς (*),Iliad,18,171
Πατροκλῆς (*),Iliad,18,179
Πατροκλῆς (*),Iliad,18,195
Πατροκλῆς (*),Iliad,18,232
Πατροκλῆς (*),Iliad,18,315
Πατροκλῆς (*),Iliad,18,333
Πατροκλῆς (*),Iliad,18,345
Πατροκλῆς (*),Iliad,18,355
Πατροκλῆς (*),Iliad,18,451
Πατροκλῆς (*),Iliad,22,323
Πατροκλῆς (*),Iliad,21,28
Πατροκλῆς (*),Iliad,21,134
Πατροκλῆς (*),Iliad,23,9
Πατροκλῆς (*),Iliad,23,18
Πατροκλῆς (*),Iliad,23,45
Πατροκλῆς (*),Iliad,23,65
Πατροκλῆς (*),Iliad,23,105
Πατροκλῆς (*),Iliad,23,126
Πατροκλῆς (*),Iliad,23,134
Πατροκλῆς (*),Iliad,23,151
Πατροκλῆς (*),Iliad,23,179
Πατροκλῆς (*),Iliad,23,192
Πατροκλῆς (*),Iliad,23,211
Πατροκλῆς (*),Iliad,23,221
Πατροκλῆς (*),Iliad,23,239
Πατροκλῆς (*),Iliad,23,619
Πατροκλῆς (*),Iliad,23,747
Πατροκλῆς (*),Iliad,23,776
Πατροκλῆς (*),Iliad,23,800
Πατροκλῆς (*),Iliad,24,6
Πατροκλῆς (*),Iliad,24,512
Πατροκλῆς (*),Iliad,24,575
Πατροκλῆς (*),Iliad,24,592
Πατροκλῆς (*),Iliad,24,756
Πατροκλῆς (*),Iliad,8,476
πεμπώβολον,Iliad,1,463
πενταέτηρος,Iliad,2,403
πενταέτηρος,Iliad,7,315
πεντήκοντα,Iliad,24,495
πεντηκοντόγυος,Iliad,9,579
Περίβοιος (*),Iliad,21,142
περιγλαγής,Iliad,16,642
περιδέξιος,Iliad,21,163
περικαλλής,Iliad,3,262
περικαλλής,Iliad,3,312
περικαλλής,Iliad,3,396
περικαλλής,Iliad,3,421
περικαλλής,Iliad,4,486
περικαλλής,Iliad,5,20
περικαλλής,Iliad,5,389
περικαλλής,Iliad,5,693
περικαλλής,Iliad,6,242
περικαλλής,Iliad,6,321
περικαλλής,Iliad,8,238
περικαλλής,Iliad,8,249
περικαλλής,Iliad,9,578
περικαλλής,Iliad,11,632
περικαλλής,Iliad,16,85
περικαλλής,Iliad,17,436
περικαλλής,Iliad,23,897
περικαλλής,Iliad,24,229
περικαλλής,Iliad,24,234
περιμήκης,Iliad,13,63
περιπευκής,Iliad,11,845
περιφραδής,Iliad,7,318
περίφρων,Iliad,5,412
περιωπή,Iliad,14,8
Πόδαργος,Iliad,23,295
Πόδαργος (*),Iliad,16,150
Πόδαργος (*),Iliad,19,400
ποδάρκης,Iliad,18,181
ποδάρκης,Iliad,20,177
ποδάρκης,Iliad,20,413
ποδάρκης,Iliad,20,445
ποδάρκης,Iliad,22,376
ποδάρκης,Iliad,21,49
ποδάρκης,Iliad,21,149
ποδάρκης,Iliad,21,265
ποδάρκης,Iliad,23,140
ποδάρκης,Iliad,23,193
ποδάρκης,Iliad,23,333
ποδάρκης,Iliad,23,555
ποδάρκης,Iliad,23,828
ποδάρκης,Iliad,23,889
ποδήνεμος,Iliad,2,786
ποδήνεμος,Iliad,5,353
ποδήνεμος,Iliad,5,368
ποδήνεμος,Iliad,11,195
ποδήνεμος,Iliad,15,168
ποδήνεμος,Iliad,15,200
ποδήνεμος,Iliad,18,166
ποδήνεμος,Iliad,18,183
ποδήνεμος,Iliad,18,196
ποδήνεμος,Iliad,24,95
ποδώκης,Iliad,2,764
ποδώκης,Iliad,2,860
ποδώκης,Iliad,2,874
ποδώκης,Iliad,8,474
ποδώκης,Iliad,10,316
ποδώκης,Iliad,13,113
ποδώκης,Iliad,16,134
ποδώκης,Iliad,16,165
ποδώκης,Iliad,16,281
ποδώκης,Iliad,16,865
ποδώκης,Iliad,17,388
ποδώκης,Iliad,17,486
ποδώκης,Iliad,17,614
ποδώκης,Iliad,18,234
ποδώκης,Iliad,18,261
ποδώκης,Iliad,18,267
ποδώκης,Iliad,20,27
ποδώκης,Iliad,20,45
ποδώκης,Iliad,20,89
ποδώκης,Iliad,22,193
ποδώκης,Iliad,23,35
ποδώκης,Iliad,23,249
ποδώκης,Iliad,23,376
ποδώκης,Iliad,23,793
ποδώκης,Iliad,24,458
ποδώκης (*),Iliad,2,792
ποδώκως,Iliad,23,28
πολιοκρόταφος,Iliad,8,518
Πολυαίμων (*),Iliad,8,276
πολύαινος,Iliad,9,673
πολύαινος,Iliad,10,544
πολύαινος,Iliad,11,430
πολύαρνι,Iliad,2,106
Πόλυβ-,Iliad,11,59
πολύβενθος,Iliad,1,432
πολύβουλος,Iliad,5,260
πολυβούτης,Iliad,9,154
πολυβούτης,Iliad,9,296
πολυδαίδαλος,Iliad,3,358
πολυδαίδαλος,Iliad,4,136
πολυδαίδαλος,Iliad,7,252
πολυδαίδαλος,Iliad,11,32
πολυδαίδαλος,Iliad,11,436
πολυδαίδαλος,Iliad,23,743
πολυδαίδαλος,Iliad,24,597
πολύδακρυς,Iliad,3,132
πολύδακρυς,Iliad,3,165
πολύδακρυς,Iliad,8,516
πολύδακρυς,Iliad,19,318
πολύδακρυς,Iliad,17,192
πολύδακρυς,Iliad,17,544
πολύδακρυς,Iliad,22,487
πολυδειράς,Iliad,1,499
πολυδειράς,Iliad,5,754
πολυδειράς,Iliad,8,3
πολυδίψιος,Iliad,4,171
πολύδωρος,Iliad,6,394
Πολύδωρος,Iliad,20,407
Πολύδωρος,Iliad,20,419
Πολύδωρος,Iliad,22,46
πολύδωρος,Iliad,22,88
Πολύδωρος,Iliad,21,91
Πολύδωρος,Iliad,23,637
πολύδωρος (*),Iliad,16,175
Πολύειδος,Iliad,5,148
πολύζυγος,Iliad,2,293
πολυηχής,Iliad,4,422
πολυθαρσής,Iliad,19,37
πολυθαρσής,Iliad,17,156
πολύϊππος,Iliad,13,171
πολυκλήϊς,Iliad,2,74
πολυκλήϊς,Iliad,2,175
πολυκλήϊς,Iliad,7,88
πολυκλήϊς,Iliad,8,239
πολύκληϊς,Iliad,13,742
πολύκληϊς,Iliad,15,63
πολύκληϊς,Iliad,23,248
πολύκνημος,Iliad,2,497
πολυκοίρανος (*),Iliad,2,204
πολυλήϊος,Iliad,5,613
πολύμηλος,Iliad,2,605
πολύμηλος,Iliad,2,705
πολύμηλος,Iliad,14,490
πολύμηλος (*),Iliad,16,180
πολύμηλος (*),Iliad,16,417
πολύμητις,Iliad,1,311
πολύμητις,Iliad,1,440
πολύμητις,Iliad,3,200
πολύμητις,Iliad,3,216
πολύμητις,Iliad,3,268
πολύμητις,Iliad,4,329
πολύμητις,Iliad,4,349
πολύμητις,Iliad,10,148
πολύμητις,Iliad,10,382
πολύμητις,Iliad,10,400
πολύμητις,Iliad,10,423
πολύμητις,Iliad,10,488
πολύμητις,Iliad,10,554
πολύμητις,Iliad,14,82
πολύμητις,Iliad,19,154
πολύμητις,Iliad,19,215
πολύμητις,Iliad,21,355
πολύμητις,Iliad,23,709
πολύμητις,Iliad,23,755
πολυμήχανος,Iliad,2,173
πολυμήχανος,Iliad,4,358
πολυμήχανος,Iliad,8,93
πολυμήχανος,Iliad,9,308
πολυμήχανος,Iliad,9,624
πολυμήχανος,Iliad,10,144
πολυμήχανος,Iliad,23,723
πολύμυθος,Iliad,3,214
Πολύξεινος,Iliad,2,623
πολυπενθής,Iliad,9,563
πολυπῖδαξ,Iliad,8,47
πολυπῖδαξ,Iliad,14,157
πολυπῖδαξ,Iliad,14,283
πολυπῖδαξ,Iliad,14,307
πολυπῖδαξ,Iliad,15,151
πολυπῖδαξ,Iliad,20,59
πολυπῖδαξ,Iliad,20,218
πολυπῖδαξ,Iliad,23,117
πολύπτυχος,Iliad,8,411
πολύπτυχος,Iliad,20,5
πολύπτυχος,Iliad,22,171
πολύπτυχος,Iliad,21,449
πολύπυρος,Iliad,11,756
πολύπυρος,Iliad,15,372
πολύρρην,Iliad,9,154
πολύρρην,Iliad,9,296
πολύσκαρθμος,Iliad,2,814
πολυστάφυλος,Iliad,2,507
πολυστάφυλος,Iliad,2,537
πολυτρήρων,Iliad,2,502
πολυτρήρων,Iliad,2,582
πολυφάρμακος,Iliad,16,28
Πολύφημος,Iliad,1,264
πολύφλοισβος,Iliad,1,34
πολύφλοισβος,Iliad,2,209
πολύφλοισβος,Iliad,6,347
πολύφλοισβος,Iliad,9,182
πολύφλοισβος,Iliad,13,798
πολύφλοισβος,Iliad,23,59
πολύφορβος,Iliad,9,568
πολύφορβος,Iliad,14,200
πολύφορβος,Iliad,14,301
πολύφρων,Iliad,18,108
πολύφρων,Iliad,21,367
πολύχαλκος,Iliad,5,504
πολύχαλκος,Iliad,10,315
πολύχαλκος,Iliad,18,289
πολύχρυσος,Iliad,7,180
πολύχρυσος,Iliad,10,315
πολύχρυσος,Iliad,11,46
πολύχρυσος,Iliad,18,289
πρόδομος,Iliad,9,473
πρόδομος,Iliad,24,673
προθελύμνος,Iliad,10,15
προθέλυμνος,Iliad,9,541
Προθοήνωρ,Iliad,2,495
Προθοήνωρ,Iliad,14,450
Προθοήνωρ,Iliad,14,471
πρόθυμος (*),Iliad,2,588
πρόθυρος,Iliad,11,777
πρόθυρος,Iliad,15,124
πρόθυρος,Iliad,19,212
πρόθυρος,Iliad,18,496
πρόθυρος,Iliad,22,71
πρόθυρος,Iliad,24,323
Πρόνοος,Iliad,16,399
πρόπαν,Iliad,24,713
προπρηνής,Iliad,3,218
προπρηνής,Iliad,24,18
πρόρριζος,Iliad,11,157
πρόρριζος,Iliad,14,415
πρόσωπον,Iliad,19,285
πρόσωπον,Iliad,18,414
πρόφρασσα,Iliad,21,500
πρόφρων,Iliad,1,77
πρόφρων,Iliad,1,150
πρόφρων,Iliad,8,23
πρόφρων,Iliad,8,40
πρόφρων,Iliad,8,175
πρόφρων,Iliad,9,480
πρόφρων,Iliad,10,244
πρόφρων,Iliad,14,71
πρόφρων,Iliad,14,357
πρόφρων,Iliad,17,353
πρόφρων,Iliad,22,184
πρόφρων,Iliad,22,303
πρόφρων,Iliad,23,646
πρόφρων,Iliad,24,140
προφρων (*),Iliad,6,173
πρόφρων (*),Iliad,5,810
πρόφρων (*),Iliad,5,816
πρόφρων (*),Iliad,7,160
Πρωτεσίλαος,Iliad,2,698
Πρωτεσίλαος,Iliad,2,706
Πρωτεσίλαος,Iliad,2,708
Πρωτεσίλαος,Iliad,13,681
Πρωτεσίλαος,Iliad,15,705
Πρωτεσίλαος,Iliad,16,286
πυράγρα,Iliad,18,479
Πυραίχμης,Iliad,2,848
Πυραίχμης,Iliad,16,287
ῥοδοδάκτυλος,Iliad,1,477
ῥοδοδάκτυλος,Iliad,6,175
ῥοδοδάκτυλος,Iliad,9,707
ῥοδοδάκτυλος,Iliad,23,109
ῥοδοδάκτυλος,Iliad,24,788
σαόφρων,Iliad,21,462
στεινωπός,Iliad,7,142
Ταλαιμένης,Iliad,2,865
ταναήκης,Iliad,7,77
ταναήκης,Iliad,23,118
ταναήκης,Iliad,24,754
τανηλεγής,Iliad,22,210
ταχύπωλος,Iliad,4,232
ταχύπωλος,Iliad,4,257
ταχύπωλος,Iliad,5,316
ταχύπωλος,Iliad,5,345
ταχύπωλος,Iliad,8,161
ταχύπωλος,Iliad,13,620
ταχύπωλος,Iliad,14,21
ταχύπωλος,Iliad,15,320
ταχύπωλος,Iliad,23,6
ταχύπωλος,Iliad,24,295
ταχύπωλος,Iliad,24,313
τεσσαράβοιος,Iliad,23,705
τετραθέλυμνος,Iliad,15,479
τετράκυκλος,Iliad,24,324
τετραφάληρος,Iliad,5,743
τετραφάληρος,Iliad,11,41
τετράφαλος,Iliad,12,384
τετράφαλος,Iliad,22,315
τηλεκλειτός,Iliad,6,111
τριγλώχις,Iliad,5,393
τριγλώχις,Iliad,11,507
τρίπους,Iliad,8,290
τρίπους,Iliad,9,407
τρίπους,Iliad,11,700
τρίπους,Iliad,19,243
τρίπους,Iliad,18,344
τρίπους,Iliad,18,346
τρίπους,Iliad,18,348
τρίπους,Iliad,18,373
τρίπους,Iliad,22,444
τρίπους,Iliad,23,40
τρίπους,Iliad,23,259
τρίπους,Iliad,23,264
τρίπους,Iliad,23,485
τρίπους,Iliad,23,513
τρίπους,Iliad,23,718
τρίπους,Iliad,24,233
τρίποῦς,Iliad,9,122
τρίποῦς,Iliad,9,264
τρισχίλιαι,Iliad,20,221
ὑπασπίδιος,Iliad,13,158
ὑπασπίδιος,Iliad,13,807
ὑπασπίδιος,Iliad,16,609
ὑπέρβιος,Iliad,17,19
ὑπέρβιος,Iliad,18,262
Ὑπερήνωρ,Iliad,14,516
Ὑπερήνωρ,Iliad,17,24
ὑπέρθυμος,Iliad,2,746
ὑπέρθυμος,Iliad,4,365
ὑπέρθυμος,Iliad,5,77
ὑπέρθυμος,Iliad,5,376
ὑπέρθυμος,Iliad,6,111
ὑπέρθυμος,Iliad,8,120
ὑπέρθυμος,Iliad,9,233
ὑπέρθυμος,Iliad,11,564
ὑπέρθυμος,Iliad,12,128
ὑπέρθυμος,Iliad,14,15
ὑπέρθυμος,Iliad,14,250
ὑπέρθυμος,Iliad,15,135
ὑπέρθυμος,Iliad,15,576
ὑπέρθυμος,Iliad,17,276
ὑπέρθυμος,Iliad,20,88
ὑπέρθυμος,Iliad,20,333
ὑπέρθυμος,Iliad,20,366
ὑπέρθυμος,Iliad,23,302
ὑπέρθυμος,Iliad,23,512
ὑπερμενής,Iliad,2,350
ὑπερμενής,Iliad,2,403
ὑπερμενής,Iliad,7,315
ὑπερμενής,Iliad,7,481
ὑπερμενής,Iliad,8,470
ὑπερμενής,Iliad,9,23
ὑπερμενής,Iliad,11,727
ὑπερμενής,Iliad,13,226
ὑπερμενής,Iliad,14,69
ὑπερμενἠς,Iliad,17,362
ὑπέροπλος,Iliad,15,185
ὑπέροπλος,Iliad,17,170
ὑπέροπλος (*),Iliad,1,205
ὑπερφίαλος,Iliad,3,106
ὑπερφίαλος,Iliad,5,881
ὑπερφίαλος,Iliad,13,293
ὑπερφίαλος,Iliad,13,621
ὑπερφίαλος,Iliad,15,94
ὑπερφίαλος,Iliad,21,224
ὑπερφίαλος,Iliad,21,414
ὑπερφίαλος,Iliad,21,459
ὑπερφίαλος (*),Iliad,18,300
Ὑποθήβας,Iliad,2,505
Ὑποπλακία,Iliad,6,397
ὑπόρρηνος,Iliad,10,216
ὑποταρτάριος,Iliad,14,279
ὑπουράνιος,Iliad,10,212
ὑπουράνιος,Iliad,17,675
ὑπόψιος,Iliad,3,42
ὑπώπιον,Iliad,12,463
ὑπωρής (*),Iliad,20,218
ὑπωρόφιος,Iliad,9,640
ὑφηνίοχος,Iliad,6,19
Ὑψήνωρ,Iliad,5,76
Ὑψήνωρ,Iliad,13,411
ὑψηχής,Iliad,5,772
ὑψηχής,Iliad,23,27
ὑψίζυγος,Iliad,4,166
ὑψίζυγος,Iliad,7,69
ὑψίζυγος,Iliad,11,544
ὑψίζυγος,Iliad,18,185
ὑψικάρηνος,Iliad,12,132
ὑψίκομος,Iliad,14,398
ὑψίκομος,Iliad,23,118
ὑψίπυλος,Iliad,6,416
ὑψίπυλος,Iliad,16,698
ὑψίπυλος,Iliad,21,544
ὑψίπυλος (*),Iliad,7,469
φύλοπις,Iliad,19,221
χαλκεοθώρηξ,Iliad,4,448
χαλκεοθώρηξ,Iliad,8,62
χαλκεόφωνος,Iliad,5,785
χαλκοβαρής,Iliad,15,463
χαλκοβαρής (*),Iliad,22,329
χαλκόβαρυς,Iliad,11,96
χαλκογλώχις,Iliad,22,225
χαλκοκνήμις,Iliad,7,41
χαλκοπάρῃος,Iliad,12,183
χαλκοπάρῃος,Iliad,17,294
χαλκοπάρῃος,Iliad,20,397
χαλκόπους,Iliad,8,41
χαλκόπους,Iliad,13,23
χαλκότυπος,Iliad,19,25
χαλκοχίτων,Iliad,1,371
χαλκοχίτων,Iliad,2,47
χαλκοχίτων,Iliad,2,163
χαλκοχίτων,Iliad,2,187
χαλκοχίτων,Iliad,2,437
χαλκοχίτων,Iliad,3,127
χαλκοχίτων,Iliad,3,131
χαλκοχίτων,Iliad,3,251
χαλκοχίτων,Iliad,4,199
χαλκοχίτων,Iliad,4,285
χαλκοχίτων,Iliad,4,537
χαλκοχίτων,Iliad,5,180
χαλκοχίτων,Iliad,6,454
χαλκοχίτων,Iliad,7,275
χαλκοχίτων,Iliad,7,444
χαλκοχίτων,Iliad,8,71
χαλκοχίτων,Iliad,10,136
χαλκοχίτων,Iliad,10,287
χαλκοχίτων,Iliad,10,367
χαλκοχίτων,Iliad,12,352
χαλκοχίτων,Iliad,12,354
χαλκοχίτων,Iliad,13,255
χαλκοχίτων,Iliad,13,272
χαλκοχίτων,Iliad,15,56
χαλκοχίτων,Iliad,15,330
χαλκοχίτων,Iliad,17,414
χαλκοχίτων,Iliad,17,485
χαλκοχίτων,Iliad,18,105
χαλκοχίτων,Iliad,23,575
χαλκοχίτων,Iliad,24,225
χαλκοχίτωνες,Iliad,11,694
Χαλκώδων (*),Iliad,2,541
χρυσάμπυξ,Iliad,5,358
χρυσάμπυξ,Iliad,5,363
χρυσάμπυξ,Iliad,5,720
χρυσάμπυξ,Iliad,8,382
χρυσαόρος,Iliad,5,509
χρυσάωρ,Iliad,15,256
χρυσηλάκατος,Iliad,16,182
χρυσηλάκατος,Iliad,20,70
Χρυσόθεμις,Iliad,9,145
Χρυσόθεμις,Iliad,9,287
χρυσόθρονος,Iliad,1,611
χρυσόθρονος,Iliad,9,533
χρυσόθρονος,Iliad,14,153
χρυσόθρονος,Iliad,15,5
χρυσόπτερος,Iliad,8,398
χρυσόπτερος,Iliad,11,185
ψευδάγγελος,Iliad,15,159
ὠκύαλος,Iliad,15,705
ὠκύπους,Iliad,2,383
ὠκύπους,Iliad,5,296
ὠκύπους,Iliad,5,732
ὠκύπους,Iliad,8,123
ὠκύπους,Iliad,8,129
ὠκύπους,Iliad,8,315
ὠκύπους,Iliad,10,535
ὠκύπους,Iliad,10,569
ὠκύπους,Iliad,12,51
ὠκύπους,Iliad,16,368
ὠκύπους,Iliad,23,304
ὠκύπους,Iliad,23,504
ὠκύπτερος,Iliad,13,62
ὠμογέρων,Iliad,23,791
